id,ГЕРБ-СДС,ПП,ДПС,ВЪЗР,БСП,ДБ,БВ,ИТН,не подкрепям никого,ИЗПРАВИ СЕ,ВМРО,ДНК,КСБ,АТАКА,РВО,ГЛАС НАРОДЕН,БСДД,ЕВРОЛЕВИЦА,КТБ,КОД,МИР,ПД,НДЕ,НФСБ,БТР,НП ИСИ,БНС,ПРАВОТО,БНО,независими,невалидни,total_valid,total,eligible_voters,n_stations
3017,24,2,69,0,2,0,0,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,2.0,103.0,105.0,172.0,1
3023,5,2,2,4,7,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,24.0,25.0,36.0,1
3037,11,13,275,9,5,3,2,2,4.0,1,0,1,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,333.0,333.0,818.0,1
3040,3,3,7,2,12,1,0,0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,31.0,31.0,100.0,1
3054,80,15,46,6,13,5,0,1,5.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,7.0,175.0,182.0,182.0,1
3068,79,38,8,11,17,6,3,5,3.0,1,0,2,1,0,2,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0.0,0.0,182.0,182.0,517.0,1
3085,27,10,37,15,26,4,8,0,6.0,0,2,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,140.0,140.0,580.0,1
3099,25,10,1,5,8,1,1,1,1.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,59.0,59.0,100.0,1
3109,35,19,1,8,55,1,6,5,9.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,142.0,142.0,418.0,1
3112,28,20,32,3,9,2,2,1,5.0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,105.0,106.0,288.0,1
3143,53,23,37,5,19,3,6,10,3.0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,165.0,165.0,915.0,2
3157,2,0,1,5,3,1,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,18.0,20.0,41.0,1
3174,18,7,18,3,10,3,0,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,5.0,63.0,68.0,277.0,1
3188,4,0,33,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,38.0,38.0,54.0,1
3191,36,11,71,14,12,2,3,2,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2.0,156.0,158.0,206.0,1
3201,12,11,42,1,18,0,0,3,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.0,91.0,107.0,107.0,1
3215,76,8,111,10,26,2,6,4,8.0,1,2,1,2,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,264.0,264.0,1687.0,2
3229,56,47,4,47,64,6,17,17,6.0,2,2,1,3,1,4,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0.0,0.0,283.0,283.0,885.0,2
3258,3,1,20,0,2,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,27.0,27.0,63.0,1
3263,2,3,12,2,1,1,2,6,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,31.0,32.0,64.0,1
3280,62,27,22,10,22,15,1,2,7.0,7,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,180.0,180.0,363.0,1
3294,165,56,2,20,35,9,22,15,13.0,3,7,1,0,1,0,1,1,0,1,5,0,2,2,0,1,0,1,2,1,0.0,0.0,366.0,366.0,985.0,2
3304,229,203,0,130,59,57,35,44,46.0,4,5,3,4,6,1,4,0,2,0,7,2,0,4,2,0,2,0,0,0,0.0,0.0,849.0,849.0,1776.0,3
3318,11,10,37,6,12,1,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.0,83.0,86.0,280.0,1
3321,9,4,4,4,10,4,0,3,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.0,40.0,63.0,1
3366,332,489,83,247,464,83,127,93,124.0,41,14,6,4,10,5,7,5,10,5,1,5,4,5,1,5,4,3,0,2,0.0,3.0,2179.0,2182.0,6601.0,12
3373,15,6,40,2,20,1,0,8,2.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0.0,6.0,100.0,106.0,299.0,1
3383,5,11,3,2,4,1,1,3,1.0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,36.0,36.0,44.0,1
3397,19,17,8,5,16,2,0,2,2.0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3.0,76.0,79.0,152.0,1
3407,8,4,0,5,1,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,21.0,21.0,47.0,1
3410,15,2,168,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,188.0,188.0,801.0,1
3438,41,21,29,13,22,3,3,5,4.0,1,6,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,157.0,157.0,560.0,1
3441,79,21,0,24,19,1,34,8,4.0,0,9,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.0,0.0,204.0,204.0,443.0,1
3455,9,2,1,2,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,20.0,20.0,17.0,1
3469,59,9,2,7,13,3,3,1,3.0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,105.0,108.0,171.0,1
3472,105,5,102,1,2,3,0,1,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,222.0,222.0,683.0,1
3486,76,48,3,18,27,16,19,5,12.0,2,4,3,0,1,1,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0.0,5.0,242.0,247.0,503.0,2
3499,8,1,211,2,0,1,0,3,0.0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,0,0,0,0,3,0.0,0.0,236.0,236.0,715.0,1
3504,194,93,746,50,205,9,30,5,20.0,3,8,5,7,2,3,2,9,3,1,3,3,1,3,2,0,0,2,0,0,0.0,0.0,1409.0,1409.0,2851.0,5
3513,3,5,1,9,7,1,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,28.0,30.0,51.0,1
3527,79,42,0,15,25,6,5,1,5.0,2,1,1,2,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,190.0,190.0,441.0,1
3530,18,13,13,5,9,1,2,2,2.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.0,69.0,72.0,176.0,1
3544,71,20,1,6,14,0,4,7,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,5.0,125.0,130.0,197.0,1
3558,11,7,1,8,6,2,2,4,1.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,45.0,48.0,102.0,1
3561,38,10,156,4,1,0,1,5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,218.0,218.0,452.0,1
3575,44,34,397,10,27,8,4,10,3.0,1,2,0,2,1,0,0,4,1,1,0,0,1,1,1,0,1,0,0,1,0.0,2.0,554.0,556.0,1686.0,3
3589,15,19,7,9,27,0,3,0,1.0,0,0,0,1,2,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0.0,1.0,90.0,91.0,205.0,1
3592,387,196,23,119,216,41,67,31,42.0,13,9,10,4,10,7,1,5,7,4,2,1,1,8,2,2,1,1,1,0,0.0,0.0,1211.0,1211.0,3344.0,4
3602,36,24,287,10,19,4,8,4,3.0,1,5,1,0,1,1,0,3,1,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,411.0,411.0,1335.0,2
3616,395,189,424,89,154,111,58,39,50.0,16,6,7,1,4,3,5,8,8,3,5,1,1,3,3,3,0,1,2,2,0.0,0.0,1591.0,1591.0,4437.0,8
3620,207,144,0,109,99,12,40,20,24.0,1,5,3,1,3,0,0,2,2,2,0,0,3,2,2,1,1,0,0,2,0.0,0.0,685.0,685.0,3069.0,5
3633,21,10,1,0,11,0,5,3,2.0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,58.0,59.0,100.0,1
3647,23,10,95,9,9,5,0,2,0.0,0,1,0,2,0,1,0,6,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,166.0,166.0,926.0,1
3664,80,25,3,15,16,5,46,11,4.0,2,4,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0.0,0.0,217.0,217.0,9977.0,1
3678,56,10,100,7,13,4,2,2,1.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,201.0,201.0,580.0,1
3681,4,2,95,1,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,106.0,106.0,324.0,1
3695,20,13,2,6,7,2,0,2,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54.0,54.0,80.0,1
3705,31,9,17,5,46,4,2,7,6.0,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,134.0,134.0,443.0,1
3719,587,346,24,240,149,52,75,122,73.0,41,7,4,13,6,2,3,7,3,7,1,3,7,9,8,2,7,1,2,6,5.0,0.0,1812.0,1812.0,6378.0,10
3722,33,14,35,7,26,1,5,2,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,9.0,131.0,140.0,290.0,1
3736,62,10,37,5,13,5,4,4,3.0,1,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,152.0,152.0,443.0,1
3745,43,22,1,20,15,5,0,1,3.0,0,1,1,0,0,2,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0.0,0.0,119.0,119.0,334.0,1
3767,51,25,0,7,38,5,10,4,5.0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,3.0,152.0,155.0,256.0,1
3798,80,56,8,23,21,16,5,16,8.0,2,7,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,249.0,249.0,667.0,1
3808,15,3,0,5,3,2,0,3,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,35.0,37.0,68.0,1
3811,84,30,59,22,18,5,4,10,3.0,2,1,3,0,1,0,1,2,0,0,2,1,0,0,0,1,0,0,0,2,1.0,0.0,252.0,252.0,490.0,1
3825,137,63,486,12,31,7,6,12,11.0,1,3,0,0,0,0,1,4,0,3,3,0,2,4,1,1,1,2,1,0,0.0,0.0,792.0,792.0,4063.0,4
3839,88,72,9,67,24,18,22,28,20.0,3,0,0,0,2,3,3,4,0,0,1,0,2,0,1,1,0,0,2,0,0.0,0.0,370.0,370.0,1079.0,2
3842,17,8,0,8,12,4,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,52.0,54.0,92.0,1
3856,12,10,1,5,3,1,1,2,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,39.0,39.0,83.0,1
3860,11,25,295,3,6,2,2,0,2.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,348.0,348.0,1731.0,2
3914,37,16,1,12,17,3,2,2,6.0,1,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0,5.0,103.0,108.0,220.0,1
3928,764,726,908,341,374,86,118,162,130.0,128,16,16,8,16,11,7,21,17,12,7,9,6,0,5,5,4,8,3,2,0.0,7.0,3910.0,3917.0,11321.0,22
3931,4,7,1,2,7,2,25,2,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,8.0,52.0,60.0,87.0,1
3959,16,7,3,6,7,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,43.0,47.0,77.0,1
3962,24,10,0,0,6,1,3,3,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,51.0,51.0,111.0,1
3976,15,14,74,2,8,0,0,1,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.0,118.0,118.0,619.0,1
3993,18,26,6,11,6,2,1,6,5.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,1,0,0.0,0.0,88.0,88.0,457.0,1
4008,8,0,84,0,2,0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,97.0,103.0,215.0,2
4039,18,8,6,7,11,1,2,3,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,59.0,62.0,122.0,1
4056,9,1,232,0,1,3,0,1,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,250.0,250.0,679.0,1
4114,25,18,3,2,13,1,0,3,0.0,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,73.0,79.0,110.0,1
4128,235,26,2,7,22,8,2,6,8.0,1,2,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0.0,0.0,327.0,327.0,627.0,1
4131,14,25,318,2,13,6,4,2,5.0,2,1,1,0,0,0,0,4,0,1,0,0,0,2,1,0,1,0,0,1,0.0,3.0,403.0,406.0,1504.0,3
4145,11,7,82,1,1,0,0,1,1.0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0.0,0.0,110.0,110.0,397.0,1
4159,25,8,17,4,16,9,1,3,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,87.0,91.0,141.0,1
4162,17,7,4,0,5,1,3,2,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,14.0,46.0,60.0,201.0,1
4176,9,8,1,5,3,2,2,2,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,35.0,36.0,55.0,1
4193,12,1,50,1,1,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,68.0,68.0,303.0,1
4203,15,5,3,3,1,1,2,2,1.0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,38.0,39.0,79.0,1
4217,11,7,1,4,4,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,31.0,31.0,555.0,1
4220,166,51,35,45,46,16,50,12,15.0,9,6,2,1,1,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0.0,0.0,461.0,461.0,1301.0,2
4234,622,468,8,191,92,299,80,58,91.0,25,10,7,4,13,4,11,2,6,4,4,5,6,7,0,5,1,2,1,1,0.0,0.0,2027.0,2027.0,4255.0,5
4248,3,0,37,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43.0,43.0,161.0,1
4251,129,32,33,25,21,5,13,2,7.0,4,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,277.0,277.0,471.0,1
4265,18,6,4,1,4,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,36.0,36.0,102.0,1
4279,7292,5841,1487,2225,2284,1363,1669,1181,922.0,168,387,102,62,51,39,52,32,81,37,38,57,39,39,18,20,0,21,16,14,0.0,8.0,25537.0,25545.0,64018.0,118
4282,54,12,2,3,8,1,0,5,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0.0,0.0,96.0,96.0,335.0,1
4296,34,11,23,12,21,30,2,5,5.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,147.0,147.0,431.0,1
4314,26,18,11,4,13,0,11,5,0.0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,14,0,0,0,0,0,0.0,3.0,108.0,111.0,299.0,1
4337,66,31,19,20,28,5,18,5,3.0,1,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,204.0,204.0,585.0,1
4340,15,4,6,1,3,2,0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,40.0,41.0,55.0,1
4354,18,22,2,8,5,0,2,4,0.0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,65.0,66.0,121.0,1
4368,15,7,1,2,16,1,3,4,0.0,3,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,57.0,59.0,130.0,1
4371,3,0,0,1,6,0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,13.0,13.0,14.0,1
4399,19,7,70,1,6,2,2,2,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,113.0,113.0,636.0,1
4409,5,5,70,1,1,3,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,88.0,88.0,362.0,1
4412,5,10,0,0,5,2,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,26.0,26.0,28.0,1
4426,124,60,3,38,24,17,10,8,7.0,5,2,0,0,0,2,0,3,2,1,3,2,2,1,1,1,0,0,1,0,0.0,0.0,317.0,317.0,605.0,1
4430,4,43,23,0,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,3.0,83.0,86.0,280.0,1
4443,18,10,1,5,9,2,3,2,1.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,55.0,56.0,56.0,1
4457,54,17,54,17,17,4,5,7,3.0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,185.0,185.0,1054.0,2
4460,17,8,1,5,2,2,0,2,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,40.0,40.0,51.0,1
4491,4,1,1,2,3,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.0,14.0,16.0,1
4501,387,202,75,144,196,22,183,44,41.0,38,6,4,6,4,2,1,5,8,3,2,2,1,1,3,2,2,3,2,2,0.0,2.0,1391.0,1393.0,4490.0,11
4515,1,0,26,1,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,32.0,32.0,117.0,1
4529,10,5,0,0,13,3,0,0,3.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,38.0,39.0,56.0,1
4532,118,53,39,19,46,9,16,8,14.0,4,2,0,0,3,1,1,2,0,1,0,0,0,0,1,0,0,1,1,0,0.0,0.0,339.0,339.0,928.0,2
4546,5,5,13,2,6,1,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,36.0,38.0,32.0,1
4555,41,21,1,11,8,4,5,2,6.0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0,11.0,106.0,117.0,272.0,1
4563,47,73,1,24,47,6,10,2,6.0,0,0,1,1,2,0,0,1,1,0,0,0,0,2,1,0,0,0,0,2,0.0,0.0,227.0,227.0,743.0,1
4580,7,7,1,5,44,1,4,5,1.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,79.0,82.0,146.0,1
4594,20,14,1,6,30,2,8,0,2.0,0,0,1,0,2,0,1,4,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,94.0,94.0,471.0,1
4604,24,2,3,2,1,11,1,2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,1.0,48.0,49.0,51.0,1
4618,44,15,1,9,24,10,20,2,5.0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,135.0,135.0,353.0,1
4621,25,10,0,1,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,41.0,42.0,46.0,1
4635,41,14,0,6,8,0,1,2,2.0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.0,1.0,81.0,82.0,246.0,1
4666,17,1,204,1,2,2,0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,232.0,232.0,582.0,2
4670,7,11,249,2,4,2,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,278.0,278.0,585.0,1
4683,52,10,1,4,5,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,77.0,78.0,89.0,1
4707,54,5,128,0,28,0,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,229.0,229.0,384.0,1
4724,2,3,1,1,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,12.0,13.0,6.0,1
4738,166,93,14,75,41,21,25,35,20.0,6,1,2,6,1,0,2,1,1,0,1,0,1,1,1,0,3,0,0,0,0.0,0.0,517.0,517.0,1191.0,2
4741,3,1,157,1,1,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,168.0,168.0,452.0,2
4755,3,1,13,0,4,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,23.0,23.0,28.0,1
4772,23,7,2,4,10,2,1,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,53.0,53.0,66.0,1
4786,9,12,1,2,6,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,33.0,34.0,45.0,1
4796,51,23,3,8,7,4,2,3,8.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,113.0,113.0,353.0,1
4801,9,7,23,1,3,2,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,53.0,54.0,135.0,1
4813,27,12,8,6,29,3,4,0,1.0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,3.0,96.0,99.0,117.0,1
4827,85,19,8,19,21,4,11,5,4.0,1,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,184.0,184.0,464.0,1
4830,101,29,0,5,9,17,9,4,20.0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.0,0.0,200.0,200.0,412.0,1
4844,53,13,1,5,11,1,6,0,3.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,96.0,99.0,168.0,1
4892,18,17,1,0,5,2,2,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0,49.0,51.0,71.0,1
4916,21,6,159,5,5,1,1,1,5.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,207.0,207.0,910.0,1
4947,17,18,4,3,7,4,0,1,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,58.0,59.0,183.0,1
4950,20,6,1,4,17,2,7,2,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,63.0,64.0,76.0,1
4981,19,19,1,3,12,2,2,7,4.0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,1.0,74.0,75.0,104.0,1
5009,7,6,2,7,2,3,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,31.0,31.0,79.0,1
5013,53,24,3,7,42,3,1,5,4.0,1,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,151.0,151.0,800.0,1
5027,526,372,30,192,171,134,132,68,87.0,10,20,5,8,7,2,8,3,5,3,3,2,3,4,0,4,2,1,1,1,0.0,0.0,1804.0,1804.0,4252.0,6
5030,4,2,148,2,4,0,0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,164.0,164.0,314.0,1
5044,4,8,0,4,11,1,3,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.0,35.0,76.0,1
5058,9,4,135,1,4,1,1,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,161.0,161.0,371.0,2
5061,30,27,124,10,9,2,0,3,2.0,1,2,2,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,222.0,222.0,1105.0,1
5075,2,4,126,1,2,0,0,1,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,138.0,138.0,438.0,1
5089,3,3,75,1,5,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,90.0,90.0,315.0,1
5092,17,0,1,3,4,1,1,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,30.0,30.0,45.0,1
5102,76,32,15,17,37,1,2,5,5.0,4,6,1,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,1,1,0.0,0.0,213.0,213.0,1011.0,2
5124,120,4,155,4,0,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,290.0,290.0,933.0,1
5133,33,4,26,3,7,1,2,3,3.0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,9.0,86.0,95.0,284.0,1
